fighter_id,totalSigStrikes,totalSigStrikesAttempted,totalKnockdowns,totalTakedowns,totalTakedownsAttempted,totalControlSecs,totalTakedownPercentage,totalSigStrikePercentage,opponentSigStrikes,opponentControlTimeSecs,opponentTakedowns,opponentTotalTakedown,opponentTakedownPercentage,totalFights,totalFinishes,totalFightTimeSecs
2182,94,229.0,0,4,10.0,397.0,0.4,0.4104803493449782,142,133.0,0,0.0,0.0,5,1,2887
2184,98,186.0,1,7,16.0,1146.0,0.4375,0.5268817204301075,125,85.0,0,0.0,0.0,3,0,1936
2185,187,427.0,0,4,10.0,939.0,0.4,0.4379391100702576,219,1230.0,6,11.0,0.5454545454545454,5,3,3682
2187,382,885.0,3,2,2.0,597.0,1.0,0.43163841807909603,390,260.0,3,10.0,0.3,6,1,4060
2188,346,634.0,3,14,22.0,1435.0,0.6363636363636364,0.5457413249211357,370,1049.0,3,14.0,0.21428571428571427,9,5,4652
2189,91,156.0,2,2,6.0,173.0,0.3333333333333333,0.5833333333333334,113,273.0,3,3.0,1.0,3,1,1197
2190,283,687.0,2,6,12.0,731.0,0.5,0.4119359534206696,242,1225.0,18,40.0,0.45,5,0,4042
2191,152,302.0,0,18,39.0,1599.0,0.46153846153846156,0.5033112582781457,211,471.0,4,7.0,0.5714285714285714,4,2,3373
2192,297,617.0,2,18,41.0,1795.0,0.43902439024390244,0.4813614262560778,318,1607.0,10,20.0,0.5,10,3,6659
2194,411,996.0,2,3,11.0,959.0,0.2727272727272727,0.4126506024096386,560,1224.0,7,9.0,0.7777777777777778,8,1,5753
2196,207,411.0,1,3,4.0,235.0,0.75,0.5036496350364964,222,1401.0,8,20.0,0.4,6,4,2962
2198,85,257.0,0,2,6.0,799.0,0.3333333333333333,0.33073929961089493,156,566.0,2,6.0,0.3333333333333333,3,0,2515
2200,589,1270.0,0,7,16.0,1882.0,0.4375,0.4637795275590551,410,177.0,4,13.0,0.3076923076923077,8,3,6772
2202,191,354.0,3,7,21.0,1828.0,0.3333333333333333,0.53954802259887,132,1248.0,12,26.0,0.46153846153846156,11,4,4039
2204,203,412.0,1,3,4.0,117.0,0.75,0.49271844660194175,245,227.0,9,16.0,0.5625,4,1,1845
2207,150,360.0,1,7,12.0,645.0,0.5833333333333334,0.4166666666666667,221,176.0,1,1.0,1.0,4,0,2257
2208,467,955.0,3,9,29.0,964.0,0.3103448275862069,0.48900523560209425,406,1268.0,13,22.0,0.5909090909090909,7,3,4910
2209,309,803.0,0,4,9.0,343.0,0.4444444444444444,0.3848069738480697,328,1050.0,10,20.0,0.5,4,0,3600
2210,139,262.0,3,3,5.0,330.0,0.6,0.5305343511450382,177,425.0,1,1.0,1.0,6,0,1551
2212,171,388.0,1,3,18.0,560.0,0.16666666666666666,0.44072164948453607,145,363.0,4,7.0,0.5714285714285714,4,0,2985
2213,315,584.0,3,13,33.0,965.0,0.3939393939393939,0.5393835616438356,298,1018.0,8,21.0,0.38095238095238093,8,5,3623
2215,626,1095.0,6,5,15.0,1447.0,0.3333333333333333,0.5716894977168949,491,553.0,5,16.0,0.3125,11,7,7883
2216,739,1544.0,2,1,6.0,249.0,0.16666666666666666,0.4786269430051813,760,636.0,9,17.0,0.5294117647058824,10,3,7637
2217,476,908.0,3,4,9.0,1023.0,0.4444444444444444,0.5242290748898678,446,1387.0,8,22.0,0.36363636363636365,9,3,7338
2219,359,636.0,3,11,21.0,981.0,0.5238095238095238,0.5644654088050315,262,694.0,4,10.0,0.4,7,1,4873
2220,162,286.0,1,15,26.0,810.0,0.5769230769230769,0.5664335664335665,161,151.0,4,5.0,0.8,4,0,3103
2222,425,883.0,0,2,3.0,344.0,0.6666666666666666,0.4813137032842582,498,1964.0,26,45.0,0.5777777777777777,8,2,5664
2223,139,281.0,0,9,17.0,1330.0,0.5294117647058824,0.49466192170818507,159,968.0,4,4.0,1.0,7,5,3186
2224,122,214.0,2,4,6.0,680.0,0.6666666666666666,0.5700934579439252,88,371.0,3,6.0,0.5,4,1,1949
2225,266,600.0,3,4,7.0,305.0,0.5714285714285714,0.44333333333333336,319,245.0,1,4.0,0.25,7,2,3671
2226,234,521.0,3,0,0.0,339.0,0.0,0.0,235,289.0,3,13.0,0.23076923076923078,5,3,2994
2227,446,852.0,0,5,13.0,389.0,0.38461538461538464,0.5234741784037559,494,803.0,6,27.0,0.2222222222222222,6,1,4294
2228,345,768.0,5,8,13.0,439.0,0.6153846153846154,0.44921875,252,464.0,4,22.0,0.18181818181818182,7,5,3291
2229,35,84.0,0,0,0.0,0.0,0.0,0.0,77,21.0,0,0.0,0.0,3,1,304
2231,123,433.0,1,0,0.0,9.0,0.0,0.0,223,353.0,7,11.0,0.6363636363636364,3,0,1995
2232,535,1093.0,1,18,44.0,2612.0,0.4090909090909091,0.48947849954254347,413,1467.0,7,10.0,0.7,9,2,7909
2233,147,276.0,0,2,9.0,284.0,0.2222222222222222,0.532608695652174,84,333.0,6,9.0,0.6666666666666666,4,2,1562
2234,377,652.0,4,4,7.0,1085.0,0.5714285714285714,0.5782208588957055,187,926.0,5,20.0,0.25,8,3,4086
2235,129,205.0,0,23,38.0,2475.0,0.6052631578947368,0.6292682926829268,102,831.0,5,8.0,0.625,9,7,3694
2236,121,241.0,0,7,12.0,238.0,0.5833333333333334,0.5020746887966805,136,231.0,3,8.0,0.375,3,0,1580
2237,220,471.0,0,11,22.0,954.0,0.5,0.46709129511677283,250,76.0,1,3.0,0.3333333333333333,4,0,2973
2238,99,177.0,0,1,6.0,652.0,0.16666666666666666,0.559322033898305,84,852.0,4,13.0,0.3076923076923077,3,0,2078
2239,143,409.0,2,0,0.0,14.0,0.0,0.0,224,395.0,3,17.0,0.17647058823529413,6,2,2511
2240,216,472.0,2,12,15.0,1492.0,0.8,0.4576271186440678,225,672.0,8,15.0,0.5333333333333333,5,1,4402
2241,245,500.0,0,10,29.0,1021.0,0.3448275862068966,0.49,218,2220.0,20,50.0,0.4,7,1,5036
2243,497,948.0,0,1,2.0,301.0,0.5,0.5242616033755274,288,1061.0,14,21.0,0.6666666666666666,7,0,5047
2245,228,515.0,1,4,13.0,464.0,0.3076923076923077,0.44271844660194176,260,1134.0,13,40.0,0.325,6,0,4150
2246,295,646.0,1,6,33.0,504.0,0.18181818181818182,0.456656346749226,319,1267.0,17,28.0,0.6071428571428571,6,1,4719
2247,195,367.0,0,6,10.0,902.0,0.6,0.5313351498637602,178,661.0,4,5.0,0.8,4,1,2769
2248,307,714.0,0,6,22.0,455.0,0.2727272727272727,0.42997198879551823,309,433.0,5,18.0,0.2777777777777778,6,0,4153
2249,166,374.0,1,1,6.0,270.0,0.16666666666666666,0.44385026737967914,189,326.0,2,10.0,0.2,4,3,2720
2250,141,308.0,1,26,50.0,2326.0,0.52,0.4577922077922078,120,1023.0,8,28.0,0.2857142857142857,7,4,5279
2251,43,70.0,0,2,3.0,166.0,0.6666666666666666,0.6142857142857143,32,2.0,0,0.0,0.0,2,1,429
2252,170,416.0,2,3,5.0,208.0,0.6,0.40865384615384615,246,1077.0,7,18.0,0.3888888888888889,6,1,2822
2253,142,337.0,0,7,9.0,1585.0,0.7777777777777778,0.42136498516320475,184,1148.0,12,16.0,0.75,6,1,4113
2254,145,286.0,1,8,10.0,561.0,0.8,0.506993006993007,129,119.0,1,2.0,0.5,5,3,2627
2255,187,390.0,0,9,16.0,560.0,0.5625,0.4794871794871795,202,1464.0,13,23.0,0.5652173913043478,5,0,3757
2256,156,434.0,1,6,10.0,817.0,0.6,0.35944700460829493,214,149.0,3,12.0,0.25,3,1,2368
2257,247,577.0,1,10,14.0,1830.0,0.7142857142857143,0.42807625649913345,319,584.0,2,4.0,0.5,7,2,5935
2259,348,794.0,0,10,23.0,566.0,0.43478260869565216,0.43828715365239296,475,496.0,4,7.0,0.5714285714285714,5,0,3960
2260,336,698.0,0,0,0.0,577.0,0.0,0.0,372,1031.0,1,1.0,1.0,6,1,4005
2261,342,707.0,0,6,31.0,545.0,0.1935483870967742,0.4837340876944837,348,2023.0,7,9.0,0.7777777777777778,7,0,6191
2262,238,486.0,2,2,7.0,327.0,0.2857142857142857,0.4897119341563786,227,515.0,6,9.0,0.6666666666666666,4,1,2844
2264,91,204.0,1,4,14.0,247.0,0.2857142857142857,0.44607843137254904,81,159.0,1,1.0,1.0,4,0,1820
2266,116,229.0,0,0,0.0,320.0,0.0,0.0,117,885.0,7,16.0,0.4375,4,1,2114
2267,152,365.0,1,2,5.0,224.0,0.4,0.41643835616438357,138,1218.0,9,15.0,0.6,4,0,3132
2268,63,111.0,3,2,2.0,95.0,1.0,0.5675675675675675,62,76.0,1,3.0,0.3333333333333333,4,3,665
2269,349,853.0,1,3,5.0,933.0,0.6,0.4091441969519343,335,914.0,6,16.0,0.375,7,2,5020
2270,257,423.0,2,14,33.0,2591.0,0.42424242424242425,0.607565011820331,212,536.0,7,10.0,0.7,7,4,4953
2272,176,456.0,1,2,5.0,258.0,0.4,0.38596491228070173,274,631.0,3,6.0,0.5,5,1,3075
2273,150,349.0,1,4,10.0,515.0,0.4,0.4297994269340974,110,698.0,8,9.0,0.8888888888888888,5,3,2499
2275,270,551.0,0,12,24.0,1326.0,0.5,0.4900181488203267,158,1606.0,17,54.0,0.3148148148148148,6,0,4339
2276,315,634.0,1,13,50.0,1616.0,0.26,0.4968454258675079,320,1244.0,8,13.0,0.6153846153846154,6,1,4555
2277,316,771.0,7,0,0.0,101.0,0.0,0.0,241,408.0,6,11.0,0.5454545454545454,5,1,3231
2278,215,558.0,2,1,9.0,858.0,0.1111111111111111,0.38530465949820786,346,412.0,3,10.0,0.3,6,2,4465
2279,220,484.0,1,8,14.0,857.0,0.5714285714285714,0.45454545454545453,269,564.0,8,19.0,0.42105263157894735,5,1,3261
2280,511,1167.0,0,1,3.0,68.0,0.3333333333333333,0.43787489288774634,636,14.0,1,1.0,1.0,5,0,4500
2281,586,1325.0,3,10,44.0,1216.0,0.22727272727272727,0.4422641509433962,667,1921.0,30,67.0,0.44776119402985076,11,2,8993
2282,102,200.0,1,4,5.0,453.0,0.8,0.51,116,0.0,0,0.0,0.0,2,0,1800
2283,136,292.0,0,1,8.0,119.0,0.125,0.4657534246575342,203,271.0,6,9.0,0.6666666666666666,4,1,2211
2284,217,479.0,1,3,8.0,344.0,0.375,0.453027139874739,324,783.0,3,7.0,0.42857142857142855,8,1,3482
2285,252,550.0,1,5,20.0,973.0,0.25,0.4581818181818182,261,53.0,0,0.0,0.0,5,1,3936
2286,127,269.0,1,0,0.0,97.0,0.0,0.0,155,723.0,1,5.0,0.2,4,0,2354
2287,155,231.0,0,4,4.0,558.0,1.0,0.670995670995671,108,688.0,4,4.0,1.0,3,1,1958
2288,83,231.0,0,4,4.0,644.0,1.0,0.3593073593073593,83,122.0,4,5.0,0.8,2,0,1737
2289,285,708.0,4,0,0.0,208.0,0.0,0.0,220,66.0,0,0.0,0.0,5,1,2548
2290,208,558.0,0,7,10.0,453.0,0.7,0.3727598566308244,250,1384.0,10,17.0,0.5882352941176471,6,1,5022
2291,247,521.0,0,4,5.0,468.0,0.8,0.4740882917466411,240,668.0,8,13.0,0.6153846153846154,6,0,3375
2292,280,607.0,1,2,4.0,67.0,0.5,0.4612850082372323,145,54.0,1,8.0,0.125,4,1,2607
2293,275,546.0,0,9,27.0,1326.0,0.3333333333333333,0.5036630036630036,304,899.0,8,23.0,0.34782608695652173,8,4,4287
2294,243,554.0,0,5,10.0,1113.0,0.5,0.43862815884476536,219,756.0,4,12.0,0.3333333333333333,5,1,4340
2295,161,367.0,2,0,0.0,120.0,0.0,0.0,161,896.0,6,9.0,0.6666666666666666,4,0,2932
2296,140,321.0,1,11,17.0,957.0,0.6470588235294118,0.43613707165109034,177,197.0,0,0.0,0.0,5,2,3173
2297,120,311.0,0,1,5.0,192.0,0.2,0.3858520900321543,148,456.0,6,14.0,0.42857142857142855,2,0,1800
2298,32,80.0,0,2,7.0,87.0,0.2857142857142857,0.4,63,361.0,4,5.0,0.8,3,1,702
2299,62,131.0,0,2,12.0,62.0,0.16666666666666666,0.4732824427480916,70,235.0,3,8.0,0.375,3,1,1064
2300,150,313.0,1,9,18.0,710.0,0.5,0.4792332268370607,211,2236.0,17,39.0,0.4358974358974359,6,1,4426
2301,97,239.0,0,5,15.0,298.0,0.3333333333333333,0.40585774058577406,146,631.0,10,12.0,0.8333333333333334,4,0,1991
2303,110,217.0,1,3,3.0,214.0,1.0,0.5069124423963134,137,203.0,1,2.0,0.5,2,0,1800
2304,150,395.0,2,3,4.0,120.0,0.75,0.379746835443038,157,212.0,1,2.0,0.5,5,4,2440
2305,189,372.0,0,10,34.0,1021.0,0.29411764705882354,0.5080645161290323,289,1544.0,8,12.0,0.6666666666666666,6,2,4082
2306,415,993.0,0,0,0.0,28.0,0.0,0.0,398,193.0,1,9.0,0.1111111111111111,5,1,4106
2308,137,319.0,0,2,6.0,356.0,0.3333333333333333,0.42946708463949845,237,1145.0,5,5.0,1.0,4,1,2955
2309,72,174.0,0,0,0.0,164.0,0.0,0.0,139,403.0,6,11.0,0.5454545454545454,4,0,1675
2310,412,877.0,2,4,6.0,777.0,0.6666666666666666,0.4697833523375142,374,351.0,3,7.0,0.42857142857142855,7,2,5269
2313,150,337.0,1,5,7.0,920.0,0.7142857142857143,0.44510385756676557,169,400.0,4,7.0,0.5714285714285714,4,1,2596
2314,75,147.0,0,4,17.0,947.0,0.23529411764705882,0.5102040816326531,68,143.0,0,0.0,0.0,2,0,1587
2315,198,471.0,0,4,6.0,438.0,0.6666666666666666,0.42038216560509556,155,755.0,4,14.0,0.2857142857142857,5,1,3362
2316,94,194.0,1,10,18.0,1400.0,0.5555555555555556,0.4845360824742268,41,342.0,3,17.0,0.17647058823529413,5,3,2460
2317,22,31.0,0,4,5.0,166.0,0.8,0.7096774193548387,24,596.0,2,7.0,0.2857142857142857,2,0,865
2318,235,515.0,0,2,2.0,572.0,1.0,0.4563106796116505,293,815.0,10,18.0,0.5555555555555556,5,2,3164
2320,131,297.0,1,1,6.0,131.0,0.16666666666666666,0.44107744107744107,194,793.0,2,12.0,0.16666666666666666,4,2,2391
2321,50,138.0,0,6,19.0,737.0,0.3157894736842105,0.36231884057971014,143,701.0,4,9.0,0.4444444444444444,3,0,2080
2322,70,138.0,1,1,2.0,417.0,0.5,0.5072463768115942,153,341.0,2,3.0,0.6666666666666666,4,1,1579
2323,276,572.0,4,13,16.0,1048.0,0.8125,0.4825174825174825,239,307.0,6,11.0,0.5454545454545454,5,2,3335
2324,85,185.0,0,5,11.0,321.0,0.45454545454545453,0.4594594594594595,238,741.0,4,14.0,0.2857142857142857,2,0,1800
2325,19,57.0,0,2,10.0,421.0,0.2,0.3333333333333333,75,819.0,4,6.0,0.6666666666666666,2,0,1558
2326,120,241.0,1,3,8.0,106.0,0.375,0.4979253112033195,134,405.0,6,14.0,0.42857142857142855,6,4,2277
2327,91,259.0,0,5,13.0,487.0,0.38461538461538464,0.35135135135135137,184,927.0,11,25.0,0.44,5,2,2786
2328,201,451.0,1,6,7.0,229.0,0.8571428571428571,0.44567627494456763,121,451.0,7,18.0,0.3888888888888889,5,3,2193
2329,131,256.0,0,1,4.0,26.0,0.25,0.51171875,146,228.0,2,6.0,0.3333333333333333,2,0,1434
2330,171,346.0,1,4,13.0,289.0,0.3076923076923077,0.49421965317919075,115,175.0,1,2.0,0.5,4,1,1925
2331,313,727.0,0,1,5.0,376.0,0.2,0.4305364511691884,330,371.0,3,5.0,0.6,5,1,3646
2332,38,86.0,0,4,7.0,173.0,0.5714285714285714,0.4418604651162791,50,6.0,0,0.0,0.0,2,0,505
2333,117,219.0,0,0,0.0,14.0,0.0,0.0,136,429.0,2,5.0,0.4,3,1,1323
2334,42,60.0,1,4,9.0,467.0,0.4444444444444444,0.7,29,62.0,0,0.0,0.0,3,1,724
2335,116,205.0,0,2,3.0,319.0,0.6666666666666666,0.5658536585365853,47,821.0,5,22.0,0.22727272727272727,3,0,1865
2336,100,172.0,1,7,24.0,894.0,0.2916666666666667,0.5813953488372093,66,54.0,0,0.0,0.0,2,0,1800
2337,115,227.0,1,7,7.0,1506.0,1.0,0.5066079295154186,69,104.0,0,0.0,0.0,4,1,2733
2338,58,108.0,3,1,9.0,288.0,0.1111111111111111,0.5370370370370371,45,124.0,0,0.0,0.0,3,1,704
2339,70,196.0,3,0,0.0,359.0,0.0,0.0,85,107.0,1,3.0,0.3333333333333333,2,2,1330
2341,66,147.0,0,4,10.0,512.0,0.4,0.4489795918367347,35,1331.0,16,28.0,0.5714285714285714,5,2,2236
2342,63,143.0,2,0,0.0,0.0,0.0,0.0,53,201.0,0,0.0,0.0,3,0,615
2343,191,507.0,0,1,6.0,171.0,0.16666666666666666,0.3767258382642998,285,381.0,3,4.0,0.75,4,1,2945
2344,289,560.0,2,10,19.0,1326.0,0.5263157894736842,0.5160714285714286,208,412.0,4,13.0,0.3076923076923077,5,1,3673
2345,144,376.0,0,0,0.0,486.0,0.0,0.0,219,513.0,3,10.0,0.3,3,0,2700
2346,281,585.0,2,6,20.0,731.0,0.3,0.48034188034188036,285,394.0,5,13.0,0.38461538461538464,5,2,3654
2347,200,464.0,0,2,8.0,316.0,0.25,0.43103448275862066,237,410.0,6,12.0,0.5,4,0,3600
2348,189,403.0,1,5,8.0,286.0,0.625,0.46898263027295284,232,394.0,3,11.0,0.2727272727272727,4,3,2205
2350,164,265.0,1,16,23.0,1433.0,0.6956521739130435,0.6188679245283019,61,1174.0,4,16.0,0.25,6,1,3181
2351,79,136.0,0,3,7.0,538.0,0.42857142857142855,0.5808823529411765,60,491.0,4,7.0,0.5714285714285714,3,2,1525
2352,217,407.0,0,22,47.0,1325.0,0.46808510638297873,0.5331695331695332,265,634.0,6,10.0,0.6,5,1,3899
2353,264,542.0,0,2,4.0,78.0,0.5,0.4870848708487085,218,1530.0,9,26.0,0.34615384615384615,4,1,3229
2354,40,93.0,0,0,0.0,2.0,0.0,0.0,35,94.0,0,0.0,0.0,2,0,377
2355,38,121.0,0,0,0.0,0.0,0.0,0.0,46,765.0,5,10.0,0.5,2,0,1495
2356,41,107.0,0,2,2.0,571.0,1.0,0.38317757009345793,47,687.0,4,5.0,0.8,2,0,1800
2357,70,113.0,1,4,10.0,597.0,0.4,0.6194690265486725,54,3.0,0,0.0,0.0,4,3,1630
2358,152,352.0,0,12,34.0,1048.0,0.35294117647058826,0.4318181818181818,150,378.0,4,10.0,0.4,4,1,2955
2359,147,299.0,1,7,12.0,785.0,0.5833333333333334,0.4916387959866221,175,759.0,16,27.0,0.5925925925925926,4,1,2905
2360,369,967.0,1,14,35.0,854.0,0.4,0.3815925542916236,477,155.0,3,7.0,0.42857142857142855,5,1,3637
2361,173,386.0,2,16,24.0,1388.0,0.6666666666666666,0.4481865284974093,178,348.0,5,15.0,0.3333333333333333,6,2,3929
2362,177,372.0,1,18,40.0,1558.0,0.45,0.47580645161290325,160,41.0,0,0.0,0.0,4,0,3600
2363,127,285.0,0,9,20.0,772.0,0.45,0.4456140350877193,109,1076.0,4,7.0,0.5714285714285714,5,0,3378
2364,183,369.0,0,11,26.0,562.0,0.4230769230769231,0.4959349593495935,110,381.0,6,7.0,0.8571428571428571,5,2,2642
2365,92,215.0,0,0,0.0,30.0,0.0,0.0,142,551.0,12,23.0,0.5217391304347826,3,1,1875
2366,40,85.0,0,2,2.0,68.0,1.0,0.47058823529411764,34,59.0,1,1.0,1.0,4,3,558
2367,51,128.0,0,2,5.0,306.0,0.4,0.3984375,34,511.0,4,8.0,0.5,3,2,1345
2368,183,339.0,1,7,15.0,475.0,0.4666666666666667,0.5398230088495575,261,1085.0,7,11.0,0.6363636363636364,4,1,3079
2369,316,541.0,1,5,14.0,1369.0,0.35714285714285715,0.5841035120147874,174,478.0,1,2.0,0.5,6,3,3793
2370,152,361.0,0,1,6.0,22.0,0.16666666666666666,0.42105263157894735,207,321.0,3,23.0,0.13043478260869565,3,0,1967
2371,137,250.0,0,3,5.0,1092.0,0.6,0.548,24,497.0,4,12.0,0.3333333333333333,4,3,2027
2372,199,424.0,1,6,12.0,658.0,0.5,0.4693396226415094,276,673.0,8,10.0,0.8,5,0,4062
2373,98,198.0,0,5,7.0,634.0,0.7142857142857143,0.494949494949495,145,576.0,5,9.0,0.5555555555555556,3,0,2309
2374,116,235.0,1,2,3.0,240.0,0.6666666666666666,0.49361702127659574,100,992.0,4,23.0,0.17391304347826086,5,2,2089
2375,153,343.0,1,0,0.0,56.0,0.0,0.0,135,72.0,0,0.0,0.0,4,2,1464
2376,166,380.0,0,2,20.0,300.0,0.1,0.4368421052631579,200,27.0,1,2.0,0.5,2,0,1800
2377,61,120.0,0,0,0.0,495.0,0.0,0.0,66,50.0,1,4.0,0.25,2,1,1031
2378,130,311.0,1,1,3.0,227.0,0.3333333333333333,0.4180064308681672,162,40.0,0,0.0,0.0,4,3,1971
2379,150,365.0,0,6,18.0,877.0,0.3333333333333333,0.410958904109589,168,1036.0,5,17.0,0.29411764705882354,4,0,3600
2380,76,104.0,0,0,0.0,67.0,0.0,0.0,63,290.0,2,8.0,0.25,1,0,900
2381,157,368.0,1,0,0.0,148.0,0.0,0.0,276,994.0,7,12.0,0.5833333333333334,6,3,2977
2382,328,673.0,0,0,0.0,111.0,0.0,0.0,287,146.0,2,3.0,0.6666666666666666,3,0,2700
2383,25,37.0,0,0,0.0,27.0,0.0,0.0,14,0.0,0,0.0,0.0,1,0,130
2384,48,79.0,1,0,0.0,0.0,0.0,0.0,46,3.0,0,0.0,0.0,3,2,366
2385,44,95.0,0,4,15.0,871.0,0.26666666666666666,0.4631578947368421,57,451.0,3,5.0,0.6,2,1,1760
2386,31,90.0,0,0,0.0,0.0,0.0,0.0,71,650.0,3,3.0,1.0,2,0,923
2387,136,292.0,0,2,5.0,177.0,0.4,0.4657534246575342,190,558.0,4,9.0,0.4444444444444444,4,1,2087
2388,105,273.0,0,3,11.0,519.0,0.2727272727272727,0.38461538461538464,129,814.0,4,9.0,0.4444444444444444,4,0,2773
2389,158,309.0,0,8,19.0,727.0,0.42105263157894735,0.511326860841424,138,785.0,6,15.0,0.4,5,2,2998
2390,269,561.0,0,3,17.0,538.0,0.17647058823529413,0.47950089126559714,285,671.0,13,29.0,0.4482758620689655,5,1,3870
2391,66,113.0,2,3,8.0,588.0,0.375,0.584070796460177,91,327.0,1,4.0,0.25,5,0,1782
2392,638,1438.0,2,6,18.0,512.0,0.3333333333333333,0.44367176634214184,627,674.0,10,31.0,0.3225806451612903,7,1,5691
2393,210,440.0,0,4,14.0,598.0,0.2857142857142857,0.4772727272727273,338,1379.0,13,33.0,0.3939393939393939,5,1,4099
2394,66,152.0,3,0,0.0,74.0,0.0,0.0,98,331.0,5,5.0,1.0,4,3,1508
2395,33,52.0,1,1,1.0,61.0,1.0,0.6346153846153846,33,167.0,2,4.0,0.5,3,1,535
2396,102,236.0,0,6,13.0,1147.0,0.46153846153846156,0.4322033898305085,75,572.0,5,12.0,0.4166666666666667,3,1,2489
2397,25,71.0,1,2,2.0,116.0,1.0,0.352112676056338,77,540.0,3,5.0,0.6,2,0,938
2398,164,273.0,1,3,3.0,305.0,1.0,0.6007326007326007,148,740.0,4,6.0,0.6666666666666666,4,1,2164
2399,9,26.0,0,1,2.0,66.0,0.5,0.34615384615384615,36,114.0,2,2.0,1.0,2,0,244
2400,180,389.0,1,4,22.0,421.0,0.18181818181818182,0.46272493573264784,202,157.0,4,7.0,0.5714285714285714,3,0,2440
2401,175,356.0,1,3,7.0,315.0,0.42857142857142855,0.49157303370786515,125,923.0,6,15.0,0.4,4,1,2401
2402,157,354.0,0,2,6.0,77.0,0.3333333333333333,0.4435028248587571,84,171.0,4,18.0,0.2222222222222222,2,0,1800
2403,44,133.0,0,0,0.0,5.0,0.0,0.0,63,86.0,0,0.0,0.0,1,1,597
2404,285,624.0,1,4,11.0,608.0,0.36363636363636365,0.4567307692307692,269,158.0,1,2.0,0.5,5,1,3803
2405,185,365.0,0,2,3.0,270.0,0.6666666666666666,0.5068493150684932,147,486.0,2,4.0,0.5,3,1,2302
2406,193,322.0,2,2,2.0,371.0,1.0,0.5993788819875776,125,72.0,2,9.0,0.2222222222222222,3,0,1891
2407,93,189.0,0,2,5.0,134.0,0.4,0.49206349206349204,166,558.0,4,8.0,0.5,3,0,1763
2408,196,489.0,3,1,6.0,485.0,0.16666666666666666,0.40081799591002043,200,400.0,5,8.0,0.625,4,1,2471
2409,109,223.0,0,6,11.0,719.0,0.5454545454545454,0.48878923766816146,158,1305.0,13,26.0,0.5,5,1,3927
2410,65,107.0,0,9,18.0,1114.0,0.5,0.6074766355140186,86,457.0,1,1.0,1.0,3,2,1747
2411,41,113.0,0,5,9.0,452.0,0.5555555555555556,0.36283185840707965,109,1169.0,9,17.0,0.5294117647058824,4,1,2140
2412,120,283.0,0,4,10.0,777.0,0.4,0.42402826855123676,193,233.0,1,1.0,1.0,4,2,2228
2413,136,314.0,1,0,0.0,5.0,0.0,0.0,133,246.0,1,12.0,0.08333333333333333,2,1,1129
2414,87,160.0,0,1,3.0,357.0,0.3333333333333333,0.54375,87,327.0,2,2.0,1.0,4,3,1453
2415,29,76.0,0,0,0.0,162.0,0.0,0.0,65,56.0,0,0.0,0.0,2,0,759
2416,158,311.0,2,4,13.0,557.0,0.3076923076923077,0.5080385852090032,141,349.0,3,9.0,0.3333333333333333,4,2,2358
2417,9,43.0,0,0,0.0,0.0,0.0,0.0,26,3.0,0,0.0,0.0,1,0,231
2418,261,654.0,0,4,26.0,756.0,0.15384615384615385,0.39908256880733944,335,665.0,9,16.0,0.5625,4,0,3600
2419,105,256.0,0,1,4.0,520.0,0.25,0.41015625,108,788.0,6,17.0,0.35294117647058826,3,1,2286
2420,238,685.0,0,2,11.0,339.0,0.18181818181818182,0.34744525547445254,305,85.0,0,0.0,0.0,4,0,3600
2421,208,525.0,0,11,13.0,906.0,0.8461538461538461,0.3961904761904762,245,530.0,5,7.0,0.7142857142857143,4,0,3600
2422,208,507.0,0,0,0.0,294.0,0.0,0.0,226,145.0,1,3.0,0.3333333333333333,2,0,1800
2423,77,179.0,1,0,0.0,26.0,0.0,0.0,86,612.0,1,6.0,0.16666666666666666,4,2,1525
2424,255,559.0,0,1,1.0,256.0,1.0,0.4561717352415027,316,107.0,1,2.0,0.5,4,1,2616
2425,48,75.0,0,0,0.0,15.0,0.0,0.0,38,101.0,2,2.0,1.0,2,0,459
2426,61,137.0,0,2,3.0,196.0,0.6666666666666666,0.44525547445255476,97,343.0,4,10.0,0.4,2,1,1118
2427,241,441.0,0,11,14.0,1316.0,0.7857142857142857,0.546485260770975,98,384.0,3,3.0,1.0,3,0,2700
2428,88,148.0,0,1,2.0,224.0,0.5,0.5945945945945946,112,823.0,5,9.0,0.5555555555555556,2,0,1800
2429,117,259.0,0,0,0.0,55.0,0.0,0.0,94,615.0,6,11.0,0.5454545454545454,2,0,1800
2430,15,31.0,0,2,3.0,322.0,0.6666666666666666,0.4838709677419355,18,415.0,3,8.0,0.375,1,0,900
2431,4,8.0,0,0,0.0,0.0,0.0,0.0,55,567.0,2,2.0,1.0,2,0,579
2432,122,220.0,2,3,7.0,246.0,0.42857142857142855,0.5545454545454546,75,879.0,1,4.0,0.25,3,1,1766
2433,98,162.0,1,4,7.0,319.0,0.5714285714285714,0.6049382716049383,47,24.0,1,1.0,1.0,2,0,1185
2434,400,626.0,2,0,0.0,69.0,0.0,0.0,273,906.0,6,14.0,0.42857142857142855,5,2,4039
2435,97,188.0,0,3,3.0,167.0,1.0,0.5159574468085106,108,324.0,1,4.0,0.25,2,0,1141
2436,153,271.0,0,3,3.0,497.0,1.0,0.5645756457564576,49,651.0,8,30.0,0.26666666666666666,3,1,2234
